cn,dd,gz,jy,name,url,xl
威廉欧奈尔信息科技(上海)有限公司,上海-康桥,10-18万,1年以上,招聘Python软件开发工程师,https://www.liepin.com/job/1913927192.shtml,本科及以上
威廉欧奈尔信息科技(上海)有限公司,上海,24-42万,3年以上,招聘资深Python软件工程师,https://www.liepin.com/job/1916740461.shtml,统招本科
广州琪伍科技有限公司,菲律宾,16-26万,1年以上,招聘python爬虫工程师,https://www.liepin.com/job/1920528901.shtml,学历不限
某知名外企互联网公司,北京-朝阳区,28-49万,3年以上,招聘Python研发工程师,https://www.liepin.com/a/13928717.shtml,统招本科
某知名外企互联网公司,北京-朝阳区,42-63万,3年以上,招聘Python高级研发工程师,https://www.liepin.com/a/13930739.shtml,统招本科
某上市国有企业,北京,32-63万,3年以上,招聘高级python工程师,https://www.liepin.com/a/14069323.shtml,统招本科
国内某知名量化公司,"上海-浦东新区,杭州-西湖区,深圳-福田区",24-48万,3年以上,招聘Python开发工程师,https://www.liepin.com/a/14416275.shtml,学历不限
中软国际科技,北京-中关村,10-13万,1年以上,招聘【腾讯云】Python⼯程师,https://www.liepin.com/job/1920461671.shtml,本科及以上
北京六方云科技有限公司,北京-海淀区,面议,3年以上,招聘python开发工程师,https://www.liepin.com/job/1920456681.shtml,统招本科
北京东方金信科技有限公司,北京-东城区,10-18万,经验不限,招聘Python开发工程师（产品研发）,https://www.liepin.com/job/1914233975.shtml,本科及以上
数字家圆科技,北京-朝阳区,24-48万,5年以上,招聘研发leader（服务器研发为主，需要懂java、python，能做技术架构，选型，参与产品设计）,https://www.liepin.com/job/1917854463.shtml,统招本科
北京惠达利友科技有限公司,北京-海淀区,10-18万,1年以上,招聘blender python 开发工程师,https://www.liepin.com/job/1920436171.shtml,统招本科
某知名智慧医疗服务商,上海-静安区,16-28万,2年以上,招聘Python web后端开发,https://www.liepin.com/a/15166627.shtml,统招本科
上海某公司,上海,30-45万,5年以上,招聘高级Python开发工程师,https://www.liepin.com/a/15156279.shtml,统招本科
上海脉策数据科技有限公司,上海-杨浦区,18-30万,3年以上,招聘python后端工程师（教育）,https://www.liepin.com/job/1919610145.shtml,统招本科
上海哔哩哔哩科技有限公司,上海-杨浦区,30-42万,经验不限,招聘Python开发工程师 (MJ001091),https://www.liepin.com/job/1920315641.shtml,统招本科
国双科技,深圳-福田区,18-36万,3年以上,招聘高级Python研发工程师,https://www.liepin.com/job/1915702139.shtml,本科及以上
国双科技,深圳-岗厦,24-48万,3年以上,招聘资深Python研发工程师,https://www.liepin.com/job/1915702129.shtml,本科及以上
国双科技,深圳-岗厦,24-48万,5年以上,招聘资深后端研发工程师（Python）,https://www.liepin.com/job/1915446636.shtml,统招本科
苏州闻道网络科技股份有限公司,苏州-工业园区,16-22万,3年以上,招聘Python工程师（NLP方向）,https://www.liepin.com/job/1920539171.shtml,本科及以上
某合资企业,北京-朝阳区,30-42万,7年以上,招聘资深python,https://www.liepin.com/a/15156517.shtml,统招本科
知名互联网有限公司,北京-海淀区,48-80万,3年以上,招聘Python开发工程师,https://www.liepin.com/a/13875307.shtml,统招本科
国内某建设工程领域信息化产业上市软件公司,北京-海淀区,30-54万,4年以上,招聘Python开发工程师,https://www.liepin.com/a/14469009.shtml,统招本科
北京传智播客教育科技有限公司,北京-昌平区,42-60万,5年以上,招聘Python人工智能课程研究员(J11994),https://www.liepin.com/job/1920425443.shtml,本科及以上
长扬科技(北京)有限公司,北京-海淀区,18-30万,3年以上,招聘python后端工程师,https://www.liepin.com/job/1919533277.shtml,大专及以上
文思海辉,北京-中关村,12-18万,1年以上,招聘Python开发（人工智能）,https://www.liepin.com/job/1920423915.shtml,统招本科
北京聚道科技有限公司,北京-牡丹园,26-52万,3年以上,招聘资深后端开发工程师（Python）,https://www.liepin.com/job/1920408551.shtml,统招本科
掌阅科技股份有限公司,北京-朝阳区,面议,6年以上,招聘高级技术专家（Python）,https://www.liepin.com/job/1917589729.shtml,本科及以上
励德爱思唯尔信息技术(北京)有限公司,上海-长宁区,面议,3年以上,招聘Python高级开发工程师,https://www.liepin.com/job/1915576648.shtml,统招本科
励德爱思唯尔信息技术(北京)有限公司,上海-北新泾,面议,5年以上,招聘TechnicalLead (Python – Machine Learning),https://www.liepin.com/job/1916255081.shtml,本科及以上
三门峡崤云安全服务有限公司,杭州,21-42万,5年以上,招聘全栈工程师（Python）,https://www.liepin.com/job/1919225745.shtml,本科及以上
国内知名互联网公司,上海,33-65万,3年以上,招聘Python开发工程师,https://www.liepin.com/a/15144129.shtml,统招本科
Fast Growing Technology Company,上海,33-46万,5年以上,招聘Senior Software Developer - Python,https://www.liepin.com/a/15132927.shtml,硕士及以上
新加坡物联网人工智能公司,上海-黄浦区,23-39万,3年以上,招聘Python,https://www.liepin.com/a/15132069.shtml,学历不限
深圳米筐科技有限公司,深圳-南山区,9-14万,经验不限,招聘python工程师 python开发工程师 python,https://www.liepin.com/job/1920340005.shtml,本科及以上
深圳市欧恩德技术有限公司,深圳-科技园,12-18万,3年以上,招聘python开发工程师,https://www.liepin.com/job/1920332155.shtml,大专及以上
北京某公司,北京,22-43万,3年以上,招聘资深Python工程师,https://www.liepin.com/a/15142511.shtml,统招本科
北京某某科技公司,北京,12-18万,2年以上,招聘Python爬虫开发工程师,https://www.liepin.com/a/15136275.shtml,统招本科
天津链数科技有限公司,天津-津南区,5-7万,经验不限,招聘python实习生,https://www.liepin.com/job/1920531845.shtml,本科及以上
苏州闻道网络科技股份有限公司,苏州-湖东,面议,3年以上,招聘Python工程师（NLP）,https://www.liepin.com/job/1920527905.shtml,本科及以上
华东数字医学工程研究院,上饶,12-18万,2年以上,招聘python开发工程师,https://www.liepin.com/job/1920486401.shtml,统招本科
华东数字医学工程研究院,上饶,12-18万,2年以上,招聘python工程师,https://www.liepin.com/job/1920486461.shtml,统招本科
奇志信息科技广州,深圳-南山区,14-29万,经验不限,招聘python开发工程师,https://www.liepin.com/job/1918495607.shtml,本科及以上
深圳德里克设备有限公司,深圳,42-70万,5年以上,招聘Python全栈工程师,https://www.liepin.com/job/1916463731.shtml,本科及以上
深圳德里克设备有限公司,深圳,42-70万,5年以上,招聘python开发工程师,https://www.liepin.com/job/1916463735.shtml,统招本科
三门峡崤云安全服务有限公司,武汉,21-42万,5年以上,招聘全栈工程师（Python）,https://www.liepin.com/job/1919225743.shtml,本科及以上
北京云族佳科技有限公司,武汉,20-33万,3年以上,招聘python开发工程师,https://www.liepin.com/job/1919281947.shtml,统招本科
北京立志博达科技有限公司,北京,12-24万,3年以上,招聘python,https://www.liepin.com/job/1920392669.shtml,本科及以上
深圳前海优管信息技术有限公司,深圳,12-18万,2年以上,招聘odoo/python开发工程师,https://www.liepin.com/job/1920270061.shtml,统招本科
奔讯电子科技(北京),深圳-西丽,10-18万,2年以上,招聘python后端开发工程师-北京,https://www.liepin.com/job/1917264431.shtml,大专及以上
奔讯电子科技(北京),深圳-西丽,10-18万,2年以上,招聘python后端开发工程师,https://www.liepin.com/job/1917264497.shtml,大专及以上
国内知名互联网建筑软件集团,北京,30-54万,5年以上,招聘python架构师,https://www.liepin.com/a/13922323.shtml,学历不限
国内知名互联网在线教育公司,北京-朝阳区,24-30万,3年以上,招聘高级Python开发工程师,https://www.liepin.com/a/15110917.shtml,统招本科
某精准医疗独角兽企业,北京-海淀区,26-52万,5年以上,招聘资深后端开发工程师（Python）,https://www.liepin.com/a/15110311.shtml,统招本科
国内某知名云公司,北京-海淀区,30-48万,5年以上,招聘高级python开发工程师,https://www.liepin.com/a/13956501.shtml,统招本科
合合信息,上海,面议,1年以上,招聘python开发工程师,https://www.liepin.com/job/1920064281.shtml,统招本科
苏州玩友时代科技股份有限公司,苏州,7-18万,2年以上,招聘python开发工程师（技术支持）,https://www.liepin.com/job/1916543821.shtml,大专及以上
ALTRAN,苏州-李公堤,18-30万,5年以上,招聘Python Developer,https://www.liepin.com/job/1920495003.shtml,本科及以上
青岛童程童美科技有限公司,青岛,10-12万,1年以上,招聘高薪不加班Java Python编程讲师,https://www.liepin.com/job/1920202777.shtml,本科及以上
上汽通用五菱,柳州,面议,经验不限,招聘Python开发工程师,https://www.liepin.com/job/1918564093.shtml,本科及以上
交叉信息核心技术研究院(西安)有限公司,西安-高新区,面议,2年以上,招聘Python全栈开发工程师,https://www.liepin.com/job/1920491827.shtml,本科及以上
交叉信息核心技术研究院(西安)有限公司,西安-高新区,面议,2年以上,招聘python研发工程师,https://www.liepin.com/job/1920491727.shtml,统招本科
三门峡崤云安全服务有限公司,洛阳,2-5万,经验不限,招聘Python开发实习生,https://www.liepin.com/job/1920176783.shtml,大专及以上
三门峡崤云安全服务有限公司,三门峡-湖滨区,7-14万,3年以上,招聘python开发工程师,https://www.liepin.com/job/1920354429.shtml,大专及以上
三门峡崤云安全服务有限公司,大连,21-42万,5年以上,招聘全栈工程师（Python）,https://www.liepin.com/job/1919225737.shtml,本科及以上
三门峡崤云安全服务有限公司,运城,21-42万,5年以上,招聘全栈工程师（Python）,https://www.liepin.com/job/1919225751.shtml,本科及以上
三门峡崤云安全服务有限公司,三门峡,21-42万,5年以上,招聘全栈工程师（Python）,https://www.liepin.com/job/1919225753.shtml,本科及以上
三门峡崤云安全服务有限公司,三门峡,2-5万,经验不限,招聘Python开发实习生,https://www.liepin.com/job/1920176779.shtml,大专及以上
三门峡崤云安全服务有限公司,渭南,21-42万,5年以上,招聘全栈工程师（Python）,https://www.liepin.com/job/1919225749.shtml,本科及以上
三门峡崤云安全服务有限公司,三门峡,7-14万,经验不限,招聘python后端开发,https://www.liepin.com/job/1920354431.shtml,学历不限
三门峡崤云安全服务有限公司,郑州,2-5万,经验不限,招聘Python开发实习生,https://www.liepin.com/job/1920176781.shtml,大专及以上
三门峡崤云安全服务有限公司,渭南,2-5万,经验不限,招聘Python开发实习生,https://www.liepin.com/job/1920176785.shtml,大专及以上
三门峡崤云安全服务有限公司,郑州,21-42万,5年以上,招聘全栈工程师（Python）,https://www.liepin.com/job/1919225731.shtml,本科及以上
三门峡崤云安全服务有限公司,西安,21-42万,5年以上,招聘全栈工程师（Python）,https://www.liepin.com/job/1919225747.shtml,本科及以上
三门峡崤云安全服务有限公司,洛阳,21-42万,5年以上,招聘全栈工程师（Python）,https://www.liepin.com/job/1919225755.shtml,本科及以上
阿里巴巴,防城港,面议,3年以上,招聘云智能-数据库产品事业部-高级Java/Python/Go工程师/专家-云数据库-北京/杭州,https://www.liepin.com/job/1919607943.shtml,本科及以上
青岛容商天下网络有限公司,青岛-即墨区,12-14万,1年以上,招聘python开发工程师,https://www.liepin.com/job/1918288797.shtml,大专及以上
鼎阳科技,南京-栖霞区,11-21万,3年以上,招聘python开发工程师,https://www.liepin.com/job/1919708123.shtml,统招本科
客如云科技(北京)股份有限公司,成都,面议,5年以上,招聘python开发工程师,https://www.liepin.com/job/1919851725.shtml,本科及以上
山东池源信息科技有限公司,莱芜,7-10万,1年以上,招聘python工程师,https://www.liepin.com/job/1920477953.shtml,大专及以上
华通信安(北京)科技发展有限公司,长沙-伍家岭,7-18万,2年以上,招聘python开发工程师,https://www.liepin.com/job/1916317157.shtml,本科及以上
神州新桥,杭州,12-20万,3年以上,招聘python开发,https://www.liepin.com/job/1918551557.shtml,统招本科
亿方云,杭州-西湖区,18-34万,5年以上,招聘Python资深开发工程师,https://www.liepin.com/job/1919120703.shtml,本科及以上
